model,system_id,n_dev,n_leaks,n_auc_folds,mean_fold_auc,fold_auc_std,oof_auc,oof_accuracy,oof_balanced_accuracy
m2_topk_plus_rank,pooled,1962,205,5,0.8714039532204527,0.06455314746603588,0.9022835487319015,0.8318042813455657,0.8328386801227148
m2_topk_plus_rank,sys_strict,1962,205,5,0.8714039532204527,0.06455314746603588,0.9022835487319015,0.8318042813455657,0.8328386801227148
