model,system_id,n_dev,n_leaks,n_auc_folds,mean_fold_auc,fold_auc_std,oof_auc,oof_accuracy,oof_balanced_accuracy
m2_topk_only,pooled,412,171,5,0.6748441380445236,0.08353320645208873,0.6763485477178424,0.6262135922330098,0.6227463541287521
m2_topk_only,sys_strict,412,171,5,0.6748441380445236,0.08353320645208873,0.6763485477178424,0.6262135922330098,0.6227463541287521
