model,system_id,n_dev,n_leaks,n_auc_folds,mean_fold_auc,fold_auc_std,oof_auc,oof_accuracy,oof_balanced_accuracy
m2_topk_plus_rank,pooled,412,171,5,0.6761394824278101,0.07122354141245016,0.6733881730605905,0.6407766990291263,0.6411395015893815
m2_topk_plus_rank,sys_strict,412,171,5,0.6761394824278101,0.07122354141245016,0.6733881730605905,0.6407766990291263,0.6411395015893815
