model,cohort,n_dev,n_leaks,n_auc_folds,mean_fold_auc,fold_auc_std,oof_auc,oof_accuracy,oof_balanced_accuracy
m2_topk_plus_rank,all,352,49,4,0.8299388561541339,0.09112510286698057,0.8281807772613996,0.7926136363636364,0.7597831211692598
